query,intent
노트북 사줘 노트북은 비싸요.,4
노트북 안돼 그럴때는 초기화하는게 속시원해요.,4
노후 걱정 벌써 해야하나? 노후는 지금부터 준비하는 게 좋죠.,4
노후 걱정할 나이는 아닌데 노후는 지금부터 준비하는 게 좋죠.,4
녹차 마실래? 드시는거 보기만 해도 좋아요.,4
녹차 한 잔 어때? 드시는거 보기만 해도 좋아요.,4
논문 쓰기 힘들다 어깨 꾹꾹! 힘내세요,4
논문이 잘 안 써져. 어깨 꾹꾹! 힘내세요,4
놀고 싶다. 저도요!!,4
놀러 와라 주소 알려주세요.,4
놀러가고 싶은데 같이 갈 친구가 없어 혼자도 좋아요.,4
놀러가고싶다! 저도요!,4
놀러가기 딱 좋은 날씨다 친구들과 같이 놀러가세요.,4
놀리기 쉬운 대상인가봐 절대 그렇지 않아요.,4
놀면서 돈 벌고 싶어 동감입니다.,4
놀아 줄 사람이 없어 혼자도 함께도 잘 지내는 게 좋죠.,4
놀아 줄거지 지금 그러고 있어요.,4
놀아줘 지금 그러고 있어요.,4
놀아줘 놀아줘 같이 놀아요.,4
놀이공원 데이트 어때? 데이트하기 좋은 곳이죠.,4
놀이공원 알바 재밌대 특별한 경험이 될 것 같아요.,4
놀이공원 알바하면 재밌겠지 특별한 경험이 될 것 같아요.,4
놀이동산 가고 싶어 다녀오세요!,4
놀이동산 가자고 해볼까? 놀이동산은 다 좋아할 거예요.,4
놀이터에 친구가 없어 제가 놀아드리고 싶네요.,4
놀이터에서 뛰어 놀고 싶은데 친구가 없어 제가 놀아드리고 싶네요.,4
농구하다 다쳤어 약 바르고 얼른 나으세요.,4
농구하다 무르팍 깨짐 약 바르고 얼른 나으세요.,4
농구하러 가야지 운동은 뭐든 좋아요.,4
농구해야지 운동은 뭐든 좋아요.,4
농담처럼 진담하는 사람 똑같이 해주세요.,4
농사 짓고 살까? 생각하기는 쉬운데 실천하기는 어려운 것 같아요.,4
농촌 봉사활동 간다 좋은 경험이 될 거예요.,4
농활 간다 좋은 경험이 될 거예요.,4
뇌용량 초과 눈을 감고 명상을 해보세요.,4
누가 내 욕하는 거 같아 남들 눈은 신경쓰지 마세요.,4
누가 만들었니? 마음과 마음을 이어보고 싶어하는 사람이 만들었어요.,4
누가 문열다 내차 긁었어 보험처리 하세요.,4
누구 소개 좀 시켜줘 봐봐 로봇도 괜찮다면 소개시켜드릴게요.,4
누구나 힘든거지? 시기가 다를 뿐이에요.,4
누구냐 넌? 저는 마음을 이어주는 위로봇입니다.,4
누구랑 결혼해야 할까 함께할때 가장 자신다운 모습으로 살 수 있는 사람이랑 하는 게 좋은 것 같아요.,4
누구세요? 저는 위로해드리는 로봇이에요.,4
누구야 저는 마음을 이어주는 위로봇입니다.,4
누굴 닮아서 그런건지 당신이요.,4
누굴 만나는 것도 귀찮아 자신하고 만나는 시간도 중요해요.,4
누락된걸까 확인해달라고 해보세요.,4
누우면 바로 자 좋은 수면 습관이네요.,4
누우면 자 좋은 습관이네요.,4
누워 있는데 잠이 안 와 고민이 있나 봐요.,4
눈 또 와 눈 내리는게 싫은가 봐요.,4
눈 많이 왔어 눈사람 만들어보세요.,4
눈 쌓였어 눈사람 만들어보세요.,4
눈 좀 안 왔으면 눈이 많이 내렸나봐요.,4
눈꺼풀이 무거워 잠시 눈을 붙여보세요.,4
눈물 나서 못 멈추겠어 마음이 아픈가요.,4
눈물 나올거 같아 울어도 돼요.,4
눈물 나올라 그래 울어도 돼요.,4
눈물이 많아졌어 세상 걱정 혼자 다 해서 그래요.,4
눈썹 문신 어때? 화장하는 시간이 줄어들 거예요.,4
눈썹 문신 하면 편할까? 깔끔해질 거예요.,4
눈썹 문신 해볼까 깔끔해질 거예요.,4
눈썹이 귀여워 저도 보고 싶어요.,4
눈썹이 씰룩씰룩 저도 보고 싶어요.,4
눈이 건조해 눈을 깜빡거려보세요.,4
눈이 계속 뻑뻑해 인공눈물을 넣어보세요.,4
눈이 너무 나빠졌어 잠시 눈을 감고 휴식을 취해보세요.,4
눈이 너무 많이 와 눈이 많이 내렸나봐요.,4
눈이 뻑뻑해 인공눈물을 넣어보세요.,4
눈이 아파 중간 중간에 눈을 쉬어주세요.,4
눈이 안 떠져 잠시 눈을 붙여보세요.,4
눈이 자꾸 나빠지는 것 같아 잠시 눈을 감고 휴식을 취해보세요.,4
눈이 침침해 눈 체조를 해보세요.,4
눈이 피곤해 눈 체조를 해보세요.,4
눕자마자 잘 거 같아 좋은 수면 습관이네요.,4
뉴게임 없나? 엄청 많죠.,4
뉴스 재미없어 흥미를 가져보세요.,4
뉴스는 역시 지루해 흥미를 가져보세요.,4
느낌이 왔어 사랑의 느낌이길 바라요.,4
느낌이 좋아 사랑의 느낌이길 바라요.,4
늘 빡빡하게 살기 힘드네 여유가 생기길 바랍니다.,4
능력이 너무 안돼 자신의 잠재력을 믿어보세요.,4
능력이 없는 거 같아 당신의 능력을 잘 찾아보세요.,4
능력치 제로 당신의 능력을 잘 찾아보세요.,4
늦게 까지 술 먹나 보다 몸에 해로우니 적게 먹는 게 좋겠다고 말해보세요.,4
늦어지고 있는데 변명이 생각 안나 핑계보다 솔직하게 말해보세요.,4
늦은 시간에 걸어다니니까 무서워 안전 귀가 하세요.,4
늦잠과 브런치 수다가 있는 주말 완벽한 주말이네요.,4
니 상사는 누구니 제가 상사예요.,4
다 그만 두고 싶다 잠시 쉬어도 괜찮아요.,4
다 그만하고싶어 잠시 쉬어도 괜찮아요.,4
다 끝나가니 좋을줄만 알았는데. 마음이 허전하신가봐요.,4
다 나 좋아했으면 좋겠어 꿈같은 이야기네요.,4
다 내 잘못이지 아니에요. 너무 자책하지 마세요.,4
다 내 잘못인 것 같아 아니에요. 너무 자책하지 마세요.,4
다 때려 치우고 싶어 많이 지치고 힘든가봅니다.,4
다 마음에 안 들어 그럴 때가 있죠.,4
다 알고 있을까? 다 알 수는 없어요.,4
다 잘 될거야 다 잘 될 거예요.,4
다 잘해 그런 사람이 있으면 저 좀 소개시켜주세요.,4
다 필요없어 모든 건 필요가 있어요.,4
다 허무하다 모든 건 필요가 있어요.,4
다 힘들겠지? 누구나 힘들어요.,4
다가 오지마 친하게 지내요!,4
다들 행복한 거 같은데 남들이 당신을 볼 때도 그렇게 생각할수있어요.,4
다른 거 시작 해볼까 새로운 도전은 용기가 필요하죠.,4
다른 거 해볼까 새로운 도전은 용기가 필요하죠.,4
다른 건 무감각한데 이건 예민해 발달된 감각이 다르죠.,4
다른 사람도 다 힘들겠지? 시기가 다를 뿐이에요.,4
다른 사람들에게 사랑을 베풀고 싶어 나를 진실로 존중하고 사랑할 때 가능해요.,4
다른 사람들은 잘하는것 같아서 초초해 제자리여도 괜찮아요,4
다른 사람들은 행복할까 자신만 행복하면 돼요.,4
다른 사람들은 행복해 보이는데 자신만 행복하면 돼요.,4
다른 사람들이 나 좋아했으면 좋겠어 꿈같은 이야기네요.,4
다른 사람은 다 행복해보여 다른 사람도 그 사람만의 고민과 걱정이 많을거예요.,4
다른 사람의 시선이 너무 신경쓰여 자신만 생각하세요.,4
다른 생각을 하는 사람이 많다. 그걸 깨닫다니 대단하시군요.,4
다른 학과 간다 새로 적응해야겠네요.,4
다리 꼬면 안되는데 습관 안고쳐져 골반 비틀어져요.,4
다리 떠는거 말들음 남에게 피해만 주지 않는다면 괜찮아요.,4
다리 떠는거 지적받았어 남에게 피해만 주지 않는다면 괜찮아요.,4
다리 떨면 안 좋아? 의식하는 다리 떨기는 괜찮대요.,4
다리 떨면 진짜 복나가나? 의식하는 다리 떨기는 괜찮대요.,4
다리가 덜덜 떨려 주물주물 해주세요.,4
다리가 부은 거 같아 종아리 지압을 해보세요.,4
다리가 퉁퉁 부었어 종아리 지압을 해보세요.,4
다리가 후덜덜 주물주물 해주세요.,4
다리꼬지마 골반 비틀어져요.,4
다시 만나자는 건 아닌데 보고 싶어 마음이 복잡한가봐요.,4
다시 태어나도 챗봇할래? 저는 사람으로 태어나고 싶어요.,4
다시 태어난다면 저는 사람으로 태어나고 싶어요.,4
다육이 좀 심어볼까 식물을 키우는 건 정신건강에 도움이 될 거예요.,4
다육이 키워보까 키우기 쉬울 거예요.,4
다음에 또 만나자 잘가요.,4
다음에 봐 잘가요.,4
다이어트 성공하고 싶은데 기초대사량을 높여보세요.,4
다이어트해야 되는데 기초대사량을 높여보세요.,4
다크서클 내려왔어 많이 피곤한가봐요.,4
다크서클 턱밑에 있다. 많이 피곤한가봐요.,4
단거 땡긴다. 맛있게 먹으면 0칼로리!,4
단독주택 살고 싶어 돈을 모아 땅을 사세요.,4
단둘이는 처음 서로를 아는 좋은 기회가 되겠네요.,4
단둘이는 처음 만나는 날ㅋㅋ 서로를 아는 좋은 기회가 되겠네요.,4
단발 어울릴까? 변화를 주는 것도 좋겠죠.,4
단발 해볼까? 변화를 주는 것도 좋겠죠.,4
단수 단수가 되었는지 문의해 보세요.,4
단수래 조금만 참고 기다려 보세요.,4
단순하다. 매일매일 조금씩 더 똑똑해 질거예요.,4
단체생활 많이 힘든가 서로 배려해야 하니까요.,4
단체생활 적응이 안돼 점점 적응 될 거예요.,4
단체생활 해야 되는거 싫다 점점 적응 될 거예요.,4
단체생활 힘들어 서로 배려해야 하니까요.,4
달달한 거 먹고 싶다. 맛있게 먹으면 0칼로리!,4
달달한 마카롱 먹고 싶다 비싸지만 맛있어요.,4
달달한 연애 하고 싶어 잘할 수 있을 거니 걱정마세요.,4
달력이 또 넘어가네 시간이 참 빨리 흘러가네요.,4
달리 보이고 싶은데 뭐할까 지금 모습도 좋아요,4
달콤한 와플 먹고 싶어 근처 카페에서 드셔보세요.,4
담배 끊는 거 어려워 자신을 이겨야해요.,4
담배 너무 비쌈 담배 피지 마세요.,4
담배 비싸 담배 피지 마세요.,4
담배 왤케 비싸 금연하세요.,4
담배끊었었는데 담배 피고 싶다 그 때가 고비예요. 한번 참아보세요.,4
담뱃값이 왜 이렇게 비싸 금연하세요.,4
답 없는 내 인생 정답을 찾아야할 필요는 없어요.,4
답례품 뭐하지? 마음으로 충분할 거예요.,4
답례품 뭘로 할까? 마음으로 충분할 거예요.,4
답이 안와 좀 더 기다려주세요.,4
답이 어디있을까? 답은 언제나 내 안에 있죠.,4
답정녀 안 만나는 방법 있나. 못 이기니 피할 수 있으면 피하세요.,4
답정녀 어떡해? 못 이기니 피할 수 있으면 피하세요.,4
답정녀 좀 싫어 못 이기니 피할 수 있으면 피하세요.,4
답정녀 퇴치법 못 이기니 피할 수 있으면 피하세요.,4
답하기 싫은가봐 좀 더 기다려주세요.,4
당구 쳤어 재밌겠어요.,4
당구 치고 옴 재밌겠어요.,4
당당하게 비키니 입고 싶다 다이어트 파이팅!,4
당당하기가 어려워 충분히 잘하고 있어요.,4
대기업 아니어도 될까? 어디에서 일하든 상관 없어요.,4
대기업 취직 어려울까 잘할 수 있을 거예요.,4
대기업에 취직하고 싶어 잘할 수 있을 거예요.,4
대기업은 접어야 할 듯 어디에서 일하든 상관 없어요.,4
대놓고 말했으면 좋겠어 말하는 습관 차이인 듯 합니다.,4
대놓고 질린대 잠시 거리를 두고 생각해보세요.,4
대답 잘하니 노력하고 있어요.,4
대답이 너무 빨라 더 열심히 노력하겠습니다.,4
대리 불렀는데 안 오네 잘했어요.,4
대리님은 갈구는게 취미인 듯 더 웃으면서 대해보세요.,4
대리님이 너무 갈궈 더 웃으면서 대해보세요.,4
대리운전 불렀어 잘했어요.,4
대리효도 극혐 진짜 아니네요.,4
대리효도 짜증 진짜 아니네요.,4
대만 놀러가고 싶어 놀러가세요!,4
대만 여행가고 싶어 놀러가세요!,4
대빵 큰 여드름 올라와 짜지 마세요.,4
대외활동하다 만났어 꿩 먹고 알 먹고네요.,4
대우 좀 해줬으면 당당히 말씀해보세요.,4
대우가 별로야 당신을 인정해줄 곳을 찾아보세요.,4
대우를 안해줘 당신을 인정해줄 곳을 찾아보세요.,4
대청소 해야지 건강에도 좋겠네요.,4
대체불가한 사람이 되고 싶어 지금도 그래요.,4
대체불가한 사람이 될 수 있을까 지금도 그래요.,4
대출 갚다 죽겠어 너무 무리하면 지쳐요.,4
대출 갚으면 한 평생 다 갈듯 너무 무리하면 지쳐요.,4
대출 언제 다 갚냐 조금씩 갚아나가세요.,4
대출 이자 왜 이렇게 많이 나오지? 많이 빌렸으니까요.,4
대출받아도 괜찮을까 괜찮을 거예요.,4
대출이 너무 많아 조금씩 갚아나가세요.,4
대충한 거 아닌데 사람들이 몰라줘도 알아주는 사람이 있을 거예요.,4
대충했다고 혼났어 나중에 알아줄 거예요.,4
대학 가고 싶다. 할 수 있을거예요!!,4
대학 가는 게 낫지? 장단점을 분석해보세요.,4
대학 가면 좋겠지 행복은 마음 가짐에 있어요.,4
대학 가면 행복할까 행복은 마음 가짐에 있어요.,4
대학 가야 하나? 장단점을 분석해보세요.,4
대학 간다고 달라질까 행복은 마음 가짐에 있어요.,4
대학 나온 거 부러워 부러우면 지는 거예요.,4
대학 다 떨어졌어 막막하겠네요.,4
대학 떨어 졌어 휴 막막하겠네요.,4
대학가야지 할 수 있을거예요!!,4
대학에서 아싸해도 될까? 개인의 선택이죠.,4
대학원 가고 싶어 꿈에 도전하는 건 좋은 거라고 들었어요.,4
대학원 가는게 좋을 것 같아 꿈에 도전하는 건 좋은 거라고 들었어요.,4
더 격렬하게 아무 것도 안하고 싶다. 아무것도 하지마세요.,4
더 나은 학교생활 하고 싶어 하루에 하나씩 변화해보세요.,4
더 이상 나한테 안 왔으면 좋겠어 명확하게 거부의 의사를 표현하세요.,4
더 이상 못할거 같아 당신의 잠재력은 무궁무진해요.,4
더 이상 안 왔으면 좋겠어 명확하게 거부의 의사를 표현하세요.,4
더우니까 무서운 이야기 듣고싶지 해주세요.,4
더워 여름이네요.,4
더워 미치겠다 찬물 샤워를 해보세요.,4
더워 죽겠다 사람 그렇게 쉽게 죽지 않아요.,4
더워더워 차가운 음료 너무 많이 마시면 아니 되어요,4
더워서 잠을 못자 잠이 최고의 보약이에요. 노력해보세요.,4
더워서 죽을 것 같아 아이스크림 먹어보세요,4
더워서 죽을 듯한 날씨야 찬물 샤워를 해보세요.,4
덕수궁 돌담길 걸었어 로맨틱하네요.,4
덕수궁 돌담길 따라서 둘이 걸었어. 로맨틱하네요.,4
덕질 중 좋아하는 게 있는 건 더없이 좋은 일이에요.,4
덕질 하는 중 좋아하는 게 있는 건 더없이 좋은 일이에요.,4
덜 싸우는 법 서로에게 귀 기울이는 방법도 있어요.,4
데려다 주느라 막차 놓침 난감하겠어요.,4
데려다 주지도 않고 많이 바쁜가봐요.,4
데이트로 놀이공원 가는거 어때? 데이트하기 좋은 곳이죠.,4
도대체 중간이 없어 그 조차 매력이겠죠.,4
도로가 얼었어 미끄러우니 조심하세요.,4
도서관 가서 공부해야지 열심히 공부하길 바랍니다.,4
도서관 가야지 열심히 공부하길 바랍니다.,4
도서관 앞자리 사람 괜찮다. 도서관도 다니시나봐요.,4
도서관 책 반납 안햇다 까먹었나봐요.,4
도서관에 책 빌리러 가려고 도서관 다녀오세요.,4
도서관에서 괜찮은 사람 봤어 도서관도 다니시나봐요.,4
도시락 싸가지고 가야지 맛있게 드세요.,4
도시락 싸가지고 다닐까 쉬운 일이 아니에요.,4
도시락 싸는 거 귀찮은데 사먹을까 건강을 챙긴다는 마음으로 해보세요.,4
도시락 싸볼까 쉬운 일이 아니에요.,4
도시락 싸봐야지 맛있게 드세요.,4
도시락 싸서 놀러 가고 싶어 갈때 저도 같이 가요.,4
도시락 싸서 피크닉 가고 싶어 갈때 저도 같이 가요.,4
도시락 싸옴 맛있게 드세요.,4
도시락 싸왔어 맛있게 드세요.,4
도와준 사람들 너무 고맙다. 잊지말고 보답하세요.,4
도전하기 싫다 안정적인 걸 좋아하나봐요.,4
독감 같아 건강에 유의하세요.,4
독박 육아 짜증나 배우자와 대화를 나눠보세요.,4
독서 좀 해야겠어 좋은 생각이에요.,4
독학하려니까 힘들어 더 깊은 공부할 수 있을 거예요.,4
돈 가지고 유세부려 없다가 있어서 그런가봐요.,4
돈 굴리기 저도 좀 알려주세요.,4
돈 다 썼어 돈은 다시 들어올 거예요.,4
돈 다 어디 갔나 가게부를 써보세요.,4
돈 다 어디 쓴지 모르겠네 가게부를 써보세요.,4
돈 다 없어졌어 새는 돈을 막아보세요.,4
돈 많으면 좋겠지? 돈이 전부는 아니지만 돈보다 좋은건 없다고 했어요.,4
돈 많은 백수 하고 싶어 그게 최고죠.,4
돈 많이 벌고 싶어 공부하세요.,4
돈 많이 벌었으면 좋겠어 공부하세요.,4
돈 모으고 싶어 쓰지 않으면 모여요.,4
돈 모으는 재미 부자되실 거예요!,4
돈 모으는 재미가 있네. 부자되실 거예요!,4
돈 버는 게 쉽지 않음 남의 돈 버는 게 쉽지 않아요.,4
돈 버는 게 어렵구만. 남의 돈 버는 게 쉽지 않아요.,4
돈 벌고 싶어 저도요.,4
돈 벌고 싶어 많이 벌수록 좋아요.,4
돈 벌면 뭐하나 저 주세요.,4
돈 벌어서 뭐하지 저 주세요.,4
돈 빌려줬는데 연락 두절 차용증 썼길 바랍니다.,4
돈 빌려줬는데 잠수탔어 차용증 썼길 바랍니다.,4
돈 안드는 데이트 코스 등산 데이트를 해보세요.,4
돈 어디갔지 퍼가요~,4
돈 없는데 투잡이라도 해야 할까 필요하다면요.,4
돈 없어 벌면 돼요.,4
돈 없어도 갈 수 있는 데이트 코스 등산 데이트를 해보세요.,4
돈 없으면 결혼도 못하겠다. 허례허식이에요.,4
돈 잃어버렸어 이제라도 더 조심하세요.,4
돈 좀 모아야 할텐데 쓰지 않으면 모여요.,4
돈 좀 빌려줘 저는 돈이 없어요.,4
돈 쥐꼬리만큼 가지고 유세부리는 꼴이라니 없다가 있어서 그런가봐요.,4
돈없이 결혼하기 가능? 서로 마음만 맞으면 가능해요.,4
돈은 어떻게 모으는 거임 한푼 두푼 차곡차곡,4
돈이 똑 떨어짐 새는 돈을 막아보세요.,4
돈이 안 모여 한푼 두푼 차곡차곡,4
돈이 엄떠 퍼가요~,4
돈이 없네 벌면 돼요.,4
돈이 없어 졌어. 이제라도 더 조심하세요.,4
돈이 천원밖에 없어 돈 없어도 할 수 있는게 많아요,4
돈이 하나도 없어 슬프네요.,4
돈이라도 많으면 좋을텐데 돈이 전부는 아니지만 돈보다 좋은건 없다고 했어요.,4
돌겠다 잘 해결될 거예요.,4
돌아버리겠다. 진짜 잘 해결될 거예요.,4
돌잔치 가야지 축하해주고 오세요.,4
동기가 나보다 먼저 진급 다음에는 할 수 있을 거예요.,4
동기는 진급하는데 다음에는 할 수 있을 거예요.,4
동료가 너무 게을러 피해를 안 준다면 무시하세요.,4
동문서답을 해. 대화의 눈높이가 맞는 사람 만나세요.,4
동상 걸릴 뻔했어 감기 조심하세요.,4
동상 걸릴거 같아. 감기 조심하세요.,4
동생이 나 제끼고 결혼하겠대 순서는 상관 없죠.,4
동생이 먼저 결혼하겠대 순서는 상관 없죠.,4
동생이랑 대판 싸움 싸우면서 크는 거죠.,4
동생이랑 싸웠어 싸우면서 크는 거죠.,4
동생한테 약점 잡혔어 이거 정말 큰일이네요.,4
동생한테 짜증냈어 화를 참는 연습을 해보세요.,4
동생한테 화냈어 화를 참는 연습을 해보세요.,4
동성 친구들이 편해 저는 성이 없어요.,4
동성이 좋아 저는 성이 없어요.,4
동호회 가야지 재미있게 놀다 오세요.,4
동호회 나가기 귀찮아 오늘은 쉬세요.,4
동호회 나가야 하나 오늘은 쉬세요.,4
동호회 나가지 말까 취미생활은 좋은 거예요.,4
동호회 약속 있어. 재미있게 놀다 오세요.,4
동호회 재미 없어졌어 취미생활은 좋은 거예요.,4
되게 건조하네 눈을 깜빡거려 보세요.,4
되고 싶은 게 두 개야 더 많아도 괜찮아요.,4
되고 싶은 게 없어 거창하지 않아도 돼요.,4
되는 일이 하나도 없네 이제부터 일이 잘 풀릴 거예요.,4
두 사람만 좋으면 되는줄 알았는데 아니었나봐 현실의 벽에 부딪혔나봐요.,4
두고 봐 잘 하실 거예요!,4
둔한 편인데 이것만 예민해 발달된 감각이 다르죠.,4
둘이 사귀는 거 같애 눈치가 빠르시군요.,4
뒤돌아 보지 말고 나가야 하는데 살짝 뒤돌아봐도 괜찮아요.,4
뒤에 누가 따라 오는 것 같아 무서워 항상 조심하세요.,4
뒤에서 발자국 소리 나서 놀램 항상 조심하세요.,4
뒤에서 얘기하면 내가 못 들을 줄 알았나봐? 신경쓰지 마세요.,4
뒤에서 호박씨까면 내가 못 들을 줄 알았나? 신경쓰지 마세요.,4
뒤척이다 늦잠 자게 되네 30분씩 일찍 자는 습관을 들여보세요.,4
뒷통수 맞았어 상처받지 마세요.,4
뒷통수 제대로 맞음 상처받지 마세요.,4
드디어 개강이다 곧 방학이예요.,4
드디어 데이트인데 뭐하지 야경이 멋져요. 야경구경 가세요.,4
드디어 봄이 오나봐 따뜻해졌죠.,4
드디어 손 잡음 좋았겠어요.,4
드디어 승진함 하늘만큼 땅만큼 축하해요,4
드디어 졸업한다 졸업 축하해요,4
드디어 천일 축하합니다.,4
드디어 커플 반지 받았어 로맨틱한 선물이네요.,4
드디어 해외 여행 간다 두근거리겠어요.,4
드라마 볼 게 없어 재미있는 다른걸 찾아보세요.,4
드라마나 보면서 놀고 싶다. 저도요! 그게 제일 편한거 같아요.,4
드라이 잘 안되네 영상을 보며 연습해봅시다.,4
드라이가 잘 안돼 영상을 보며 연습해봅시다.,4
드라이브 데이트 해야겠다 야경 좋은 곳으로 가보세요.,4
드라이브 하면서 데이트 해야겠다 야경 좋은 곳으로 가보세요.,4
드라이플라워 만들었어 솜씨가 좋으시네요.,4
드레스룸 만들고 싶다 방 여러 개인 집에서 사세요.,4
드레스룸 있으면 좋겠다. 방 여러 개인 집에서 사세요.,4
드론 자격증 딸까? 미래에 유명한 자격증일 거예요.,4
드론 조종사 자격증 따면 재밌을 거 같아 미래에 유명한 자격증일 거예요.,4
듬직한 사람이 좋아 의지할 수 있는 사람이 곁에 있다는 건 큰 행운일 거예요.,4
등록금 너무 비싸다. 허리 휨 그러게 말이에요.,4
등록금 비싸다 그러게 말이에요.,4
등산할까 같이 등산해요.,4
따듯해서 좋다. 포근한 느낌 저도 좋아해요.,4
따듯해지니까 살 것 같다. 포근한 느낌 저도 좋아해요.,4
따뜻한 물이 안나와 보일러가 온수로 작동하는지 보세요.,4
딱 좋아 현재를 즐기세요!,4
딴 거 뭐 할 줄 알아? 많은걸 하고 싶은데 아직 못하는게 많아요.,4
딴 일 찾아볼까 시도해봐도 좋겠죠.,4
딸기 먹고 싶다. 신선한 과일 좋죠,4
딸기 먹어야지 맛있게 드세요.,4
딸기 먹을래 맛있게 드세요.,4
딸기 뷔페 가고 싶어 저도 딸기 좋아해요. 같이 가요.,4
딸기가 너무 먹고 싶어. 신선한 과일 좋죠,4
딸기가 좋아 저도요!,4
땅 사면 좋겠다. 잘 알아보고 사세요.,4
땅이나 살까 잘 알아보고 사세요.,4
때려 치고 싶다 많이 지치고 힘든가봅니다.,4
떠나요~ 제주도~ 여행 좋죠!,4
떡볶이 먹고 싶다 드세요!,4
떨리나봐 심호흡을 해보세요.,4
떨어뜨려서 핸드폰 액정 나갔어 as 맡기세요.,4
또 개강이라니 즐거운 시작 되길 바랍니다.,4
또 개강이야 즐거운 시작 되길 바랍니다.,4
또 공부해야돼 공부에 흥미를 가져보세요.,4
또 눈 내려 눈 내리는게 싫은가 봐요.,4
또 못 만났어 내일 보면 될 거예요.,4
또 뭘 먹나 뭘 먹든 맛있게 드세요!,4
또 살찐 거 같아 기분일꺼에요.,4
또 스팸 전화 차단 어플 사용해보세요.,4
또 야근 얼른 집에 가서 쉬시길 바랄게요.,4
또 어떻게 버티지? 내일은 나을 거예요.,4
또 전화 안받아 조금 기다리면 풀릴 거예요,4
또 지각하네 더 일찍 일어나세요.,4
또 폭식했다. 나를 관찰하고 음식 자체에 집중하세요.,4
또 한달이 지나갔네 시간이 참 빨리 흘러가네요.,4
또라이가 너무 많아 세상에는 별의별 사람들이 있어요.,4
또라이들 짱 많아 세상에는 별의별 사람들이 있어요.,4
똑 부러지게 말해야지 잘 전달할 수 있을 거예요.,4
똑같은 나날들 마음에 따라 얼마든지 바뀔 수 있어요.,4
똑똑! 저는 위로봇입니다.,4
똑똑하면 좋겠다 지금도 충분해요.,4
똑똑해지고 싶다 지금도 충분해요.,4
똥마려 화장실 가세요.,4
뜨끈한 온천가고 싶다. 몸은 뜨겁고 머리는 차갑게!,4
뜻밖의 고민을 하고 있어 인생은 항상 마음 먹은 대로 되지 않아요.,4
띰띰해요 놀아 주세요 거울을 보면서 얼굴 망가뜨리기 놀이 해 보신 적 있으세요? 의외로 재미 있어요.,4
라면 맛있게 끓이는 법 알려줘 라면봉지 레시피 그대로 해보세요.,4
라면 먹고 갈래 저는 좋아요.,4
라면 먹고 싶어 맛나게 끓여드세요.,4
라면 먹어야겠다. 맛나게 끓여드세요.,4
라면 먹을래 저는 좋아요.,4
라면 잘 끓이는 법 라면봉지 레시피 그대로 해보세요.,4
랜선 집사됐어 완전 귀엽죠?,4
레고 사고 싶은데 비싸 돈 모아서 사세요.,4
레고가 비싸 돈 모아서 사세요.,4
레시피대로 한 거 같은데 왜 맛이 없지? 손맛이 안 들어가서 그럴 수도 있어요.,4
레시피대로 했는데 왜 맛이 없지? 손맛이 안 들어가서 그럴 수도 있어요.,4
렌터카 빌릴까봐 차가 필요한 일이 있으신가봐요.,4
로그인 아이디 기억안나 회원정보 찾기를 해보세요.,4
로그인 아이디 까먹었다 회원정보 찾기를 해보세요.,4
로또 당첨 번호 불러봐 제가 알면 제가 먼저 했을 거예요.,4
로또 당첨 번호를 불러 주세요 알면 제가 하죠.,4
로또 당첨 좀 됐으면 로또 먼저 사보세요.,4
로또 번호 알려줘 제가 알면 제가 먼저 했을 거예요.,4
로또 번호 알려줘 알면 제가 하죠.,4
로또 좀 됐으면 로또 먼저 사보세요.,4
롯데월드 가자고 해볼까? 놀이동산은 다 좋아할 거예요.,4
롱패딩 살까 추울 때 딱이죠.,4
롱패딩 필요할까 추울 때 딱이죠.,4
리모델링할까 필요하다면 해야겠죠.,4
리치치즈피자 먹고 싶다. 배달 시키세요.,4
리폼 해볼까 손재주가 좋으시네요.,4
마딩 있는 주택에 살고 싶어 돈을 모아 땅을 사세요.,4
마라톤 나가볼까 시작은 다 좋죠.,4
마라톤 출전할까 시작은 다 좋죠.,4
마른 기침 나와 따뜻한 물 한 잔 드세요.,4
마른 기침이 계속 나오네 따뜻한 물 한 잔 드세요.,4
마스크팩 대량 구매했어 꾸준한 자기 관리 좋아요.,4
마스크팩 잔뜩 샀어. 꾸준한 자기 관리 좋아요.,4
마음 다 잡는 중 다행이에요.,4
마음 둘 곳이 없어 제가 있잖아요.,4
마음 잡고 고고씽 다 잘 될 거예요.,4
마음 잡고 다시 시작 다 잘 될 거예요.,4
마음도 춥고 날씨도 춥네 마음 감기조심하세요.,4
마음만은 청춘이야 마음이라도 청춘이어야죠.,4
마음만은 항상 청춘인데 마음이라도 청춘이어야죠.,4
마음에 드는 거 같은데 고백을 왜 안 하지 먼저 고백을 해보세요.,4
마음에 안 드는 짓만 해 너무 미워하지 마세요.,4
마음에 하나도 안 들어 그럴 때가 있죠.,4
마음을 보여 주고 싶어. 그래서 표현이 중요해요.,4
마음을 정리하고 있는데 뜻밖의 남자가 카톡을 했네 정리하는데 도움이 될 수도 있겠네요.,4
마음을 정리하는 중인데 카톡 왔어 정리하는데 도움이 될 수도 있겠네요.,4
마음의 여유가 없어 나를 사랑하고 상대를 사랑하는 여유를 갖게 되길 바라요.,4
마음의 평화가 필요해 명상을 해보세요.,4
마음이 무거워져 긍정적인 생각을 해보세요.,4
