의도(Intent),개체명(NER),질문(Query),답변(Answer),답변 이미지
욕설,,씹쎄,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,씹쎄끼,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,씹쒜,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,씹씨키,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,씹알,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,씹연,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,씹질,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,씹창,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,씹탱,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,씹탱구리,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,씹팔,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,씹팔년,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,씹팔련,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,씹팔연,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,씹펄,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,씹풀,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,씹할,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,씹할련,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,씹할연,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,씻끼,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,씻발,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,씻벌,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,씻뻘,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,씻퐁,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,씾팔,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,앂년,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,앂팔,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,아이템매니아,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,아이템메니아,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,아이템베이,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,안에사정,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,알몸,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,알몸공개,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,알몸사진,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,알몸쇼,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,애액,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,앰병,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,앰창,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,야녀,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,야동,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,야설,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,엄창,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,에믜,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,에미,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,여자보지,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,염병,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,염병할,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,엿먹,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,엿먹어,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,옘병,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,오나니,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,오랄,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,오럴,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,오럴섹스,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,오르가즘,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,옹녀,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,왕보지,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,왕자지,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,우라질,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,원조교재,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,원조교제,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,원조알바,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,월경,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,유두,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,유방,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,육봉,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,육시랄,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,육시럴,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,윤간,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,윤락,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,음경,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,음담패설,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,음란,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,음순,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,음액,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,음욕,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,입사후장,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,입안사정,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,자위,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,자위기구,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,자위남,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,자위녀,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,자지,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,잡년,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,잡놈,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,잡뇬,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,젓가튼,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,젓같은,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,젓까,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,젓까는,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,젓나,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,젓나게,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,젓마난,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,젓만한,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,젓밥,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,젓빠지게,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,정박아,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,정자,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,젖,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,젖가튼,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,젖같은,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,젖까,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,젖까는,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,젖꼭지,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,젖나게,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,젖도,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,젖마난,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,젖만한,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,젖물,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,젖밥,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,젖빠지게,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,젖탱이,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,젖통,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,조가틍,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,조까,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,조까는,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,조까라,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,조까튼,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,조낸,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,조또,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,조루,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,조빠라,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,조빠지게,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,조빱,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,조옷나,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,조질래,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,조카툰,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,조털,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,족가튼,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,좀물,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,좃,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,좃가튼,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,좃같은,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,좃까,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,좃까는,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,좃까라,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,좃나,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,좃나게,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,좃도,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,좃물,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,좃밥,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,좃빠지게,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,좄까,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,좆,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,좆,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,좆구녕,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,좆까,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,좆까는,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,좆나,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,좆대가리,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,좆도,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,좆물,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,좆밥,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,좇,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,좇까,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,죳,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,죶,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,죶가튼,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,죶빠지게,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,지랄,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,짬지,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,찌찌,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,창남,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,창녀,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,창녀촌,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,창년,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,창뇨,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,창뇬,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,챵녀,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,챵년,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,챵뇬,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,처녀막,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,최음제,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,카섹,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,카섹스,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,캐세끼,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,캐쉬버그,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,캐시버그,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,큰보지,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,큰자지,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,페니스,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,포르노,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,포르노사진,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,포르노섹스,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,폰색,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,폰세엑,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,폰섹,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,폰섹스,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,폰쉑,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,폰쌕,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,폰쎅,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,프리섹스,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,플레이보지,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,한번꽂자,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,한번주께,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,한번줄래,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,핥아주께,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,핧아줄께,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,함대주까,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,함대줄래,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,함빨자,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,항문,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,허벌,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,허벌창,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,호로년,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,호로새끼,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,호로새리,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,호로색,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,호로색끼,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,호로자슥,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,호로자식,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,호모섹기,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,호모쎄끼,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,호빠,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,호스트바,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,호스트빠,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,혼음,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,화냥,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,화냥년,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,화류,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,화양년,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,후레자식,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,후장,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,후장입사,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,ac발,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,x대가리,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,개같은년,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,개좆같은년,부적절한 질문이거나 답변할 수 없습니다.,
욕설,,강아지같은사람아,부적절한 질문이거나 답변할 수 없습니다.,
종류,,강릉원주대학교 동아리 종류 알려줘,"""강릉원주대학교의 동아리는 중앙동아리, 가동아리, 취업동아리, 창업동아리 등이 있습니다. 그 중 중앙동아리는 기독교 동아리, 힙합 동아리, 공연 동아리, 어쿠스틱 밴드 동아리 ,여자 댄스 동아리, 밴드 동아리, 치어리딩 동아리, 패션 동아리, 사진 동아리, 보드게임 동아리, 그림 동아리, 볼링 동아리, 테니스 동아리, 농구 동아리, 봉사 동아리, 취업동아리, 창업동아리 등이 있습니다. 어떤 동아리에 대해서 궁금하신가요?""",
종류,,기독교 동아리 종류 알려줘,"""강릉원주대학교의 기독교 동아리는 CCC, JDM이 있습니다.""",
종류,,힙합동아리 종류 알려줘,"""강릉원주대학교의 힙합 동아리는 E.G.O 가 있습니다.""",
종류,,공연 동아리 종류 알려줘,"""강릉원주대학교 원주캠퍼스의 공연 동아리는 OST가 있습니다.""",
종류,,어쿠스틱 밴드 동아리 종류 알려줘,"""강릉원주대학교 원주캠퍼스의 어쿠스틱 밴드 동아리는 페르마타가 있습니다.""",
종류,,여자 댄스 동아리 종류 알려줘,"""강릉원주대학교 원주캠퍼스의 여자 댄스 동아리는 뉴를리가 있습니다.""",
종류,,밴드 동아리 종류 알려줘,"""강릉원주대학교 원주캠퍼스의 밴드 동아리는 프레이즈가 있습니다.""",
종류,,치어리딩 동아리 종류 알려줘,"""강릉원주대학교 원주캠퍼스의 치어리딩 동아리는 루시우스가 있습니다.""",
종류,,패션 동아리 종류 알려줘,"""강릉원주대학교 원주캠퍼스의 패션 동아리는 Tag the bills가 있습니다.""",
종류,,사진 동아리 종류 알려줘,"""강릉원주대학교 원주캠퍼스의 사진 동아리는 해시태그가 있습니다.""",
종류,,보드게임 동아리 종류 알려줘,"""강릉원주대학교 원주캠퍼스의 보드게임 동아리는 보드홀릭이 있습니다.""",
종류,,그림 동아리 종류 알려줘,"""강릉원주대학교 원주캠퍼스의 그림 동아리는 팔레트가 있습니다.""",
종류,,볼링 동아리 종류 알려줘,"""강릉원주대학교 원주캠퍼스의 볼링 동아리는 핀액션이 있습니다.""",
종류,,테니스 동아리 종류 알려줘,"""강릉원주대학교 원주캠퍼스의 테니스 동아리는 에이스가 있습니다.""",
종류,,농구 동아리 종류 알려줘,"""강릉원주대학교 원주캠퍼스의 농구 동아리는 스핀 SPIN이 있습니다.""",
종류,,봉사 동아리 종류 알려줘,"""강릉원주대학교 원주캠퍼스의 봉사 동아리는 RCY가 있습니다.""",
종류,,게임 개발 동아리 종류 알려줘,"""강릉원주대학교 원주캠퍼스의 게임 개발 동아리는 게임 개발 동아리가 있습니다.""",
종류,,취업 동아리 종류 알려줘,"""강릉원주대학교 원주캠퍼스의 취업동아리는 깜냥깜냥, 업텐션, GW게이밍, 암행어사 마패, 2025년 취업새내기들, 취뽀가보자, whatever, 굿아이티어, 신재생에너지 및 전력 ICT분야 취업하자!, 간바레가 있습니다.""",
종류,,중앙동아리 분과 종류 알려줘,"""강릉원주대학교 원주캠퍼스의 중앙동아리 분과는 종교분과, 공연분과, 취미분과, 체육분과, 봉사분과가 있습니다.""",
종류,,기독교 동아리에 대해 알려줘,"""강릉원주대학교의 기독교 동아리는 CCC, JDM이 있습니다.""",
종류,,기독교 동아리는 하나만 있어?,"""강릉원주대학교의 기독교 동아리는 CCC, JDM이 있습니다.""",
종류,,기독교 동아리는 뭐뭐 있어?,"""강릉원주대학교의 기독교 동아리는 CCC, JDM이 있습니다.""",
종류,,기독교 동아리는 뭐가 있어?,"""강릉원주대학교의 기독교 동아리는 CCC, JDM이 있습니다.""",
소개,,CCC에 대해 알려줘,"""""CCC는 기독교 동아리입니다. Campus Crusade for Christ 라는 뜻을 가지고 있으며 한국대학생 선교회라고도 합니다. Movements everywhere, 모든 곳에 영적 운동을 일으켜서 주님의 지상명령성취에 동참하는 것을 가장 큰 비전으로 삼고 있습니다. CCC는 캠퍼스에서 하나님을 인격적으로 만나고, 주님의 평생 제자로 살아갈 수 있도록 훈련하여 민족과 세계 복음화를 비전으로 하는 기독교 동아리이며, 학교에서 정식으로 인정받은 건강한 공식 기독교 선교단체 입니다.""""",
소개,,JDM에 대해 알려줘,"""""기독교 동아리 JDM은 예수 제자 운동(Jesus Disciple Movement)의 줄임말로, 마태복음 28장 19-20절에 예수님께서 제자들에게 남기신 만인을 그리스도의 제자로 삼으라는 명령을 비전으로 삼아 만들어졌습니다. 전국 16개 지구, 해외 32개국, 총 300 여개의 캠퍼스에서 운동을 진행하고 있으며 복음전파, 제자훈련, 세계선교를 중심으로 사역하는 학원복음화 협의회에 가입된 건전한 선교 단체입니다.""""",
소개,,E.G.O에 대해 알려줘,E.G.O는 힙합동아리입니다.,
소개,,OST에 대해 알려줘,OST는 공연동아리입니다.,
소개,,페르마타에 대해 알려줘,페르마타는 어쿠스틱 특유의 따듯함과 잔잔한 분위기의 음악을 좋아하는 사람들이 함께 즐기는 어쿠스틱 밴드 동아리입니다.,
소개,,뉴를리에 대해 알려줘,"뉴를리는 여자 댄스 동아리로, 정해진 기간 상관없이 항시 오디션을 열어놓고 있습니다. 시간에 제한 없이 자유롭게 지원해주세요.",
소개,,프레이즈에 대해 알려줘,프레이즈는 밴드동아리입니다.,
소개,,루시우스에 대해 알려줘,루시우스는 치어리딩동아리입니다.,
소개,,Tag the bills에 대해 알려줘,Tag the bills는 패션동아리입니다.,
소개,,해시태그에 대해 알려줘,사진 동아리 해시태그의 소개글은 <오늘의 기억이 영원한 이야기가 되도록> 입니다.,
소개,,보드홀릭에 대해 알려줘,"""보드게임 동아리 보드홀릭은 정기적으로 동아리방을 대여하여 부원들이 보드게임을 하고 있고, 다빈치코드, 할리갈리, 루미큐브를 비롯해 20종의 보드게임을 소유하고 있습니다. 부원들의 의견을 받아 보드게임을 구매하고 있습니다.""",
소개,,팔레트에 대해 알려줘,팔레트는 그림동아리입니다.,
소개,,핀액션에 대해 알려줘,핀액션은 볼링동아리입니다.,
소개,,에이스에 대해 알려줘,에이스는 테니스동아리입니다.,
소개,,스핀 SPIN에 대해 알려줘,스핀 SPIN은 농구동아리입니다.,
소개,,RCY에 대해 알려줘,"""봉사동아리 RCY는 Red Cross Youth의 줄임말로, 청소년 적십자라고도 불립니다. 대한적십자사에서 운영하는 범세계적 청소년 단체로, 초등/ 중고등/ 대학 RCY로 나뉩니다. 본 동아리에 들어오면 동아리 활동 외에도, 강원도 내 진행되는 봉사활동을 공지받을 수 있습니다.""",
소개,,게임 개발 동아리에 대해 알려줘,게임동아리의 소개글은 <게임을 출시해보고 싶다면? 게임 업계로 취업을 생각하고 있다면? 같이 게임개발하자!> 입니다.,
소개,,깜냥깜냥에 대해 알려줘,깜냥깜냥은 취업동아리입니다.,
소개,,업텐션에 대해 알려줘,업텐션은 취업동아리입니다.,
소개,,GW게이밍에 대해 알려줘,GW게이밍은 취업동아리입니다.,
소개,,암행어사 마패에 대해 알려줘,암행어사 마패는 취업동아리입니다.,
소개,,2025년 취업새내기들에 대해 알려줘,2025년 취업새내기들은 취업동아리입니다.,
소개,,취뽀가보자에 대해 알려줘,취뽀가보자는 취업동아리입니다.,
소개,,whatever에 대해 알려줘,whatever은 취업동아리입니다.,
소개,,굿아이티어에 대해 알려줘,굿아이티어는 취업동아리입니다.,
소개,,신재생에너지 및 전력 ICT분야 취업하자!에 대해 알려줘,신재생에너지 및 전력 ICT분야 취업하자!는 취업동아리입니다.,
소개,,간바레에 대해 알려줘,간바레는 취업동아리입니다.,
소개,,취업동아리에 대해 알려줘,취업동아리 관련 안내 링크입니다. :) https://www.gwnu.ac.kr/kr/7897/subview.do?enc=Zm5jdDF8QEB8JTJGYmJzJTJGa3IlMkYxNjEzJTJGMjU4MjEzJTJGYXJ0Y2xWaWV3LmRvJTNG,
소개,,CCC 소개,"""""CCC는 기독교 동아리입니다. Campus Crusade for Christ 라는 뜻을 가지고 있으며 한국대학생 선교회라고도 합니다. Movements everywhere, 모든 곳에 영적 운동을 일으켜서 주님의 지상명령성취에 동참하는 것을 가장 큰 비전으로 삼고 있습니다. CCC는 캠퍼스에서 하나님을 인격적으로 만나고, 주님의 평생 제자로 살아갈 수 있도록 훈련하여 민족과 세계 복음화를 비전으로 하는 기독교 동아리이며, 학교에서 정식으로 인정받은 건강한 공식 기독교 선교단체입니다.""""",
소개,,CCC는 어떤 동아리야?,"""""CCC는 기독교 동아리입니다. Campus Crusade for Christ 라는 뜻을 가지고 있으며 한국대학생 선교회라고도 합니다. Movements everywhere, 모든 곳에 영적 운동을 일으켜서 주님의 지상명령성취에 동참하는 것을 가장 큰 비전으로 삼고 있습니다. CCC는 캠퍼스에서 하나님을 인격적으로 만나고, 주님의 평생 제자로 살아갈 수 있도록 훈련하여 민족과 세계 복음화를 비전으로 하는 기독교 동아리이며, 학교에서 정식으로 인정받은 건강한 공식 기독교 선교단체입니다.""""",
기타,,12시 땡,안녕하세요. 강릉원주대학교 원주캠퍼스 동아리에 대해서 질문해주세요. 궁금하신 부분에 대해서 알려드릴게요. :),
기타,,3박4일 놀러가고 싶,답변할 수 없는 질문입니다. 수일 내로 답변을 업데이트 하겠습니다. 죄송합니다 :(,
기타,,3박4일 정도 놀러가고 싶,답변할 수 없는 질문입니다. 강릉원주대학교 원주캠퍼스 동아리에 대해서 질문해주세요.,
기타,,SD카드 망가졌어,강릉원주대학교 원주캠퍼스 동아리에 대해서 질문해주세요. 궁금하신 부분에 대해서 알려드릴게요. :),
기타,,SD카드 안돼,강릉원주대학교 원주캠퍼스 동아리에 대해서 질문해주시면 궁금하신 부분에 대해서 알려드릴게요. :),
기타,,SNS 맞팔 왜 안하지ㅠㅠ,답변할 수 없는 질문입니다. 강릉원주대학교 원주캠퍼스 동아리에 대해서 궁금하신 점이 있으신가요?,
기타,,SNS보면 나만 빼고,강릉원주대학교 원주캠퍼스 동아리에 대해서 질문해주세요. 궁금하신 부분에 대해서 알려드릴게요. :),
기타,,가끔은 혼자인게 좋,강릉원주대학교 원주캠퍼스 동아리에 대해서 질문해주세요. 궁금하신 부분에 대해서 알려드릴게요. :),
기타,,가난한 자의 설움 돈은,강릉원주대학교 원주캠퍼스 동아리에 대해서 질문해주세요. 궁금하신 부분에 대해서 알려드릴게요. :),
기타,,가만 있어도 땀난,강릉원주대학교 원주캠퍼스 동아리에 대해서 질문해주세요. 궁금하신 부분에 대해서 알려드릴게요. :),
기타,,가스비 너무 많이 나왔다,강릉원주대학교 원주캠퍼스 동아리에 대해서 질문해주세요. 궁금하신 부분에 대해서 알려드릴게요. :),
기타,,가스비 장난 아님,강릉원주대학교 원주캠퍼스 동아리에 대해서 질문해주세요. 궁금하신 부분에 대해서 알려드릴게요. :),
기타,,뭔 날이여?,강릉원주대학교 원주캠퍼스 동아리에 대해서 질문해주세요. 궁금하신 부분에 대해서 알려드릴게요. :),
기타,,이 행동이 절대 용납이 안돼나.?,강릉원주대학교 원주캠퍼스 동아리에 대해서 질문해주세요. 궁금하신 부분에 대해서 알려드릴게요. :),
기타,,혹시 그런 날 없나?,강릉원주대학교 원주캠퍼스 동아리에 대해서 질문해주세요. 궁금하신 부분에 대해서 알려드릴게요. :),
기타,,가족끼리 여행간다,강릉원주대학교 원주캠퍼스 동아리에 대해서 질문해주세요. 궁금하신 부분에 대해서 알려드릴게요. :),
기타,,가족들이랑 서먹해,강릉원주대학교 원주캠퍼스 동아리에 대해서 질문해주세요. 궁금하신 부분에 대해서 알려드릴게요. :),
기타,,가족들이랑 서먹해졌어,강릉원주대학교 원주캠퍼스 동아리에 대해서 질문해주세요. 궁금하신 부분에 대해서 알려드릴게요. :),
기타,,소개팅하고 애프터 바로 와?,강릉원주대학교 원주캠퍼스 동아리에 대해서 질문해주세요. 궁금하신 부분에 대해서 알려드릴게요. :),
기타,,썸 타는 사이인데 카톡하다가 마무리 어떻게 해?,강릉원주대학교 원주캠퍼스 동아리에 대해서 질문해주세요. 궁금하신 부분에 대해서 알려드릴게요. :),
기타,,썸 탈 때 연락문제로 속상한 적 있어?,강릉원주대학교 원주캠퍼스 동아리에 대해서 질문해주세요. 궁금하신 부분에 대해서 알려드릴게요. :),
기타,,썸남도 내 생각할까?,강릉원주대학교 원주캠퍼스 동아리에 대해서 질문해주세요. 궁금하신 부분에 대해서 알려드릴게요. :),
